active_zone,faCoordinateX,faCoordinateY,faCoordinateZ,nearest_neighbor_distance,distance_to_presynaptic,distance_to_postsynaptic,distance_to_fusion_point
0,277.682351,751.737464,134.302641,9.889324586120022,7.900641759085312,26.027257196199738,256.6950924007824
0,487.96485,452.564222,167.893374,11.22722009263073,8.650121063842327,17.83592466099671,17.312057086220573
0,523.364106,581.280748,274.031082,36.535479866411144,7.337021695583388,20.038548093784378,48.90628266665968
0,450.554823,548.321187,108.768903,9.67425648942498,6.207316768554796,24.474197953347026,43.08887421665766
0,422.893202,687.810858,196.323463,9.162141772646425,5.222571622681145,21.079203375786445,122.38799402712027
0,342.415481,755.238575,221.932895,6.117494697282031,13.147040837408454,19.303509274222836,219.85072820424014
0,461.337122,184.961051,154.640376,10.276600332501443,26.47932342004779,20.069088930250427,84.8322811489428
0,422.213878,128.86904,172.199164,9.575952024365359,25.386107404141253,24.88770806388457,143.39845388470482
0,322.179574,715.980814,141.34197,8.310167857806587,4.980582637593688,25.513332595367036,200.00305444911183
0,468.490209,636.9356,189.239538,6.042856903535363,4.537287936788673,21.00543835069544,67.41010544822082
0,420.909178,256.844877,68.496948,30.759192719072367,4.350312876960258,26.505986761400397,111.74512326179864
0,447.684581,308.325018,106.412566,9.852627380452546,7.087119244653049,18.90118708908974,78.95543808106085
0,455.694176,567.897741,127.115902,8.314478262990933,5.303078645219798,21.624711061895002,20.759006480777686
0,493.832676,470.629488,208.95002,5.9369609586633505,4.575104590103747,19.14537633812577,43.12860519669036
0,451.959383,243.188089,128.830659,6.053932464089514,5.382141833098837,20.48950353913898,51.11793441853707
0,442.268103,616.96646,130.085463,8.630387686290907,8.146751110598693,16.994837753597125,55.1537501263851
0,467.696523,609.308509,168.276042,9.164484299058502,4.415083573678228,20.083157155820878,49.51997405981718
0,436.667906,248.969332,93.711353,7.255888074273192,6.041912205794628,18.86715966266913,84.52038177716338
0,414.55518,701.560206,207.105854,7.415052039188254,7.207318284135389,19.672805276584324,134.67421051566646
0,457.020889,259.160004,136.728361,8.697239982338601,4.195916999366795,19.94372418937271,37.53436167545281
0,271.187432,765.806335,149.695352,8.860725187428535,4.7104197133599675,24.17201946182069,271.0592459073038
0,472.066716,609.372905,176.331167,9.164484299058502,3.6543685364761176,20.326229838931514,54.652997484671985
0,360.894502,92.938242,115.458212,5.289120691684472,25.01399913706971,16.660513821016426,208.1986138514739
0,437.349957,264.670438,93.552837,8.442029314129222,4.425673338014926,21.09982979694847,82.45858447645436
0,357.407706,94.6,111.844957,5.289120691684472,22.925992907735317,18.29444181998073,209.50059715085948
0,418.263553,133.725261,164.952723,9.575952024365359,19.63150446124712,21.58606682390172,140.0243866555086
0,458.966079,339.029053,136.336483,7.003554714459793,5.1955338222340455,21.494803742289378,48.356832929980186
0,446.646841,557.167564,109.01493,9.67425648942498,5.215783463935491,27.49993137186897,40.572627869685085
0,276.970996,758.933211,141.049043,9.889324586120022,8.44147084751819,22.036055466907154,262.1647224702862
0,264.415523,771.304695,148.139159,6.154317977290424,5.2069699342007105,23.469137811664783,279.6859596076838
0,279.800838,774.830529,175.657907,6.4587952532727275,5.214226071979715,20.580897189295538,273.5809349853183
0,463.172314,505.507157,115.802476,6.472808941895989,6.002348437881184,22.50873329130895,37.37302114618614
0,492.770203,470.47408,203.11097,1.8365664717371368,5.165748980088161,20.18099915547618,37.5877166611932
0,461.441465,345.932878,139.835346,7.447824848278705,6.094173288996591,20.673223203817827,41.393299001041974
0,411.305692,708.326951,228.334384,8.187139954023827,3.294168025436493,21.852224748972787,138.84457449487266
