cluster_label,n_aunps,cluster_area,cluster_max_dimension,cluster_density
0,67,9116.934011204656,158.3415685334928,0.007348961823970363
1,159,24894.535659061785,256.2630487194103,0.0063869437927082965
2,6,287.0604372035494,25.394684325999588,0.020901521848325996
3,12,867.7613815327006,45.489135074876266,0.013828686382430115
4,32,3691.088615867834,110.52681743928964,0.008669529055041744
5,6,111.17399406280349,39.08738520138612,0.05396945617165225
