active_zone,faCoordinateX,faCoordinateY,faCoordinateZ,nearest_neighbor_distance,distance_to_presynaptic,distance_to_postsynaptic,distance_to_fusion_point,distance_to_active_zone_center,aunp_cluster
0,496.706331,579.311503,151.862364,10.536678783647261,21.766723903191618,20.891255198662016,111.59316684591958,134.3759364041898,-1
0,489.257774,572.718931,148.386937,10.536678783647261,25.786531574083526,20.16148083606383,103.11241414645042,130.33707871705886,-1
0,463.160104,545.261204,208.787529,0.0,14.464318344083475,21.941311341939773,73.65298604386757,97.50492639021391,0
0,466.545239,555.475133,192.084448,7.802884536924417,13.442379150018736,21.06618166840954,77.43950948461465,106.44678503380251,0
0,470.603464,560.59783,199.319932,9.750048380325602,7.301288375956717,21.33107343013864,85.45685403534745,109.42687672643015,0
0,485.067884,540.378717,247.687702,0.0,14.86823622363214,18.697732942664334,103.16839771416196,96.23009637532894,0
0,482.07724,526.196872,252.203766,0.0,12.88075076884745,22.266222664455196,98.57713990526784,87.08425221755364,0
0,465.34937,553.571511,184.612425,0.0,17.711326303580318,20.50986357202964,73.74911217369757,106.24293897537059,0
0,497.353543,544.268985,259.98128,6.624890610362322,16.689649257812768,20.131297959897523,119.68536151154304,104.2738735477535,0
0,465.542989,555.707769,179.470398,0.0,17.846806486644144,21.439139831640716,75.16692123294952,109.22108877861224,0
0,462.843503,548.72732,190.60385,0.0,18.733974381420627,20.540956009632115,69.71116676661599,101.72941780112987,0
0,467.489202,550.236737,198.415107,0.0,15.422147325665623,18.238855756025348,74.9775092227897,100.63966032042882,0
0,492.228613,547.012274,253.929728,6.958813721040202,10.851831910004657,20.011423502873573,114.38024428477034,103.96139724248407,0
0,457.538485,526.864287,208.710899,0.0,9.391658293958994,21.256489213987756,57.64270632706292,83.82114248945963,0
0,497.59844,550.187002,257.013743,6.624890610362322,11.107185293911174,20.169402129086283,120.74302151857604,107.85590836735032,0
0,489.615609,525.708885,257.407711,0.0,17.742927686637536,19.777718452216185,105.89035010297927,88.27352087428372,0
1,446.025862,430.240004,138.507893,6.99956426414286,8.460559960691997,23.550490358487338,64.88492223882355,90.4819403775262,1
1,450.880332,418.6475,142.057543,6.746356645860826,11.501476794622,20.9577870277753,73.9010105398802,89.09959193320638,1
1,474.655308,497.16971,240.276126,5.698517157477904,5.15743628211777,21.422672808460977,76.557914956149,60.89624045805567,0
1,452.410227,514.990665,142.661809,5.775905408091551,8.8945656409055,21.218763822290153,44.00772824485735,99.0463237689715,1
1,463.160104,545.261204,208.787529,0.0,14.464318344083475,21.941311341939773,73.65298604386757,97.50492639021391,0
1,461.810018,518.407543,217.297072,6.2115437748295825,7.675169487997909,19.65482152098168,59.509781324132696,75.34458264940105,0
1,482.874071,485.132128,246.272806,9.518785374986702,6.914500905673108,18.110927944692016,84.77844011405897,54.21762870096615,0
1,452.169008,410.796117,158.188538,8.789413195865288,7.411932260797422,21.38410834531884,76.5801414819548,81.80185778125356,1
1,466.80292,449.438843,219.221913,6.849637740127439,5.38045389379378,21.2749768585979,64.14291290881864,38.58626597896392,0
1,451.227482,502.500553,123.438161,6.888670156785613,18.628361344621865,21.49354187767564,53.345397286349076,106.61952585546022,1
1,452.485309,509.329154,141.520433,5.775905408091551,10.174017088701149,20.106885531704034,41.25496298266717,96.48327535998307,1
1,456.576137,389.195806,169.826304,8.396238858806068,9.99272239088188,22.621071868560716,97.25345543223831,87.96616565327261,1
1,472.884775,518.959636,238.23587,6.79894512161433,9.49541841170168,22.04565176018229,80.45818218411877,77.0738129327915,0
1,443.112349,431.57799,131.819853,7.41678121417675,10.19988783441204,25.577651759397277,67.41687309674145,96.88223592944048,1
1,470.868131,466.735106,224.119224,6.637683486146262,8.516969948360089,18.501056306979198,62.35568558013034,38.20493514918264,0
1,554.127014,358.044711,254.133334,57.9959076133108,20.234168754443118,21.586857739944072,188.78112634708057,121.36580625925582,-1
1,477.011589,521.270943,246.585711,8.393692532745272,8.596831132110655,23.119051413477777,89.89829172473469,81.49824280283693,0
1,469.770948,487.697824,230.603487,7.721448349135407,5.662808527599343,20.82102633409036,64.81610486751354,52.1036821929735,0
1,474.690828,487.987138,238.641836,8.357470110937943,5.30469099941848,20.93572400918541,74.21618736074119,54.03518405391038,0
1,462.493205,536.332864,149.741354,16.905198456549524,18.214021981458558,17.974271884529937,60.25635710029918,105.16264552181006,1
1,458.007878,400.320709,170.663617,8.543271000672865,10.692711984003072,18.928151260103196,86.55441836967196,78.68558143362542,1
1,459.005752,456.938651,201.294195,7.494206644942541,5.3074596679144745,19.639200475786026,44.09071951061031,43.150333716273195,0
1,468.764542,509.192023,231.603525,8.962121483772671,6.903006831132013,20.85527973887646,69.52819340676756,68.27564942709304,0
1,470.303422,475.617657,231.229891,8.861201840537015,5.078080384820573,21.703836603438734,66.24444877475274,45.73327478807886,0
1,458.248714,471.038265,202.779788,6.958079601422912,4.899191446286028,19.84151953739484,37.53182885008473,46.33647304032078,0
1,452.137299,513.847719,131.463155,5.891255314093316,13.174715897647312,22.994127204561668,51.59978806486018,105.92779790995162,1
1,485.067884,540.378717,247.687702,0.0,14.86823622363214,18.697732942664334,103.16839771416196,96.23009637532894,0
1,462.590021,455.228733,207.649691,7.494206644942541,6.570039136204233,19.0422466818684,50.89952970954714,39.520268366237104,0
1,444.506881,466.503462,148.108873,7.095701977130737,5.621857439834971,21.403580916165637,31.102827657309714,81.43388433486177,1
1,459.316463,514.982165,121.998156,7.7137525338671225,24.013221303306235,18.247536264405277,61.77655991295004,110.30337638478908,1
1,486.18024,523.326801,255.297461,4.6828665806017495,13.66846624495908,20.863537701521494,101.72312203800054,85.70122439844434,0
1,482.07724,526.196872,252.203766,0.0,12.88075076884745,22.266222664455196,98.57713990526784,87.08425221755364,0
1,480.76948,494.588703,246.83438,8.383122037727972,5.673793615775152,20.25843932172544,84.7772875777062,60.93761724805611,0
1,456.496005,524.59119,139.160597,11.00555076358526,13.187297564785002,21.313384583029332,54.20734423705708,105.33506340128038,1
1,478.831754,515.826055,239.255559,6.429375689175784,12.294231246478827,17.54898519660202,82.60895188979873,72.89286416628012,0
1,474.39292,511.66268,241.329187,6.429375689175784,6.655059213789598,22.22629287945296,80.91182036438205,72.14179598791253,0
1,487.092014,498.066326,253.863315,6.123281120425968,7.242358477542535,18.990856297638555,94.35720932825774,66.37996856234174,0
1,459.657306,524.232952,217.414192,6.2115437748295825,7.9618959311549915,22.428227438409827,62.35005801355896,81.35994962967506,0
1,446.839789,449.223703,145.594746,7.3934033949948414,7.51017831892094,19.695416926046892,45.409772529414845,81.19549498223158,1
1,479.478363,477.747714,241.318326,6.714019413651305,7.164710231584039,18.690888494744602,79.13433795881758,48.141466327823316,0
1,450.946335,490.383226,137.360189,12.344461507582984,14.146736055215335,17.9299753991155,37.22592213800466,91.33793714842412,1
1,478.354366,501.090201,242.125401,5.698517157477904,7.428581599395623,19.366595190856117,80.55718147408632,63.19180352943692,0
1,496.609424,459.250311,259.637611,10.928994960287339,15.943187142140784,16.314950473688242,106.52391215515921,55.20397928540325,2
1,448.399125,461.407101,145.071353,7.095701977130737,10.025897440924032,17.161768489674902,37.23953497455101,80.44088030239732,1
1,465.34937,553.571511,184.612425,0.0,17.711326303580318,20.50986357202964,73.74911217369757,106.24293897537059,0
1,459.675619,477.753737,203.911711,6.958079601422912,6.192289660416211,18.26762436469867,37.23460676515846,47.63574580204853,0
1,448.82338,478.238482,136.448031,7.236295042202497,14.533094256107306,17.59869918699743,37.82958082684607,89.43183473065622,1
1,490.354691,484.895928,255.075132,11.55406461097893,7.6526683632128485,17.28627613499411,96.15979826039755,59.187935929345116,0
1,459.330226,470.567267,194.342177,8.519670575173024,8.476937668110363,15.549753611113731,32.02607715383233,46.312446526753476,0
1,461.556132,470.152151,211.42434,9.297983175314096,4.988905735041618,20.399591289137856,46.42777607522892,43.386578753675174,0
1,465.542989,555.707769,179.470398,0.0,17.846806486644144,21.439139831640716,75.16692123294952,109.22108877861224,0
