tomogram_name,set_name,timestamp,vesicle_index,vesicle_file_name,vesicle_center_x,vesicle_center_y,vesicle_center_z,vesicle_radius_nm,vesicle_diameter_nm,vesicle_volume_nm3,vesicle_point_count,closest_presynaptic_membrane,distance_to_active_zone_nm,within_10nm,average_signal,scaled_signal,sphericity_volume,sphericity_fit_quality,mean_distance_to_center,std_distance_to_center,combined_sphericity
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,16,synapticvesicles_27.txt,509.3604514456586,223.2140891725884,256.4841978388636,23.44966653452675,46.8993330690535,54013.04021446696,10240,presynatpticmembranes_1,65.01183685110442,False,0.0318284220993518,0.9796489393772196,0.9931293036382324,0.9608366006162744,23.449666534042723,0.9183686558878972,0.983441492731645
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,17,synapticvesicles_98.txt,565.2324385746663,229.98703602507547,237.47958458520583,23.44336831056885,46.8867366211377,53969.53065801991,18956,presynatpticmembranes_1,107.28033205695534,False,0.031867504119873,0.9808518472635348,0.979603670881757,0.8399858908802631,23.44336791743181,3.751269632074073,0.9377183368813088
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,18,synapticvesicles_45.txt,449.53623401067983,36.33772908440741,211.4225366780198,23.291988124582826,46.58397624916565,52930.77944363192,10118,presynatpticmembranes_1,114.99772522203438,False,0.0320047922432422,0.985077446761616,0.989706916538531,0.9421007153726424,23.291987698330804,1.3485894252825643,0.9754250561887644
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,19,synapticvesicles_73.txt,519.8687078321918,110.59106704392534,207.5406773865672,23.24410872087428,46.48821744174855,52605.033761145074,10178,presynatpticmembranes_1,148.0279155862881,False,0.0319252200424671,0.982628289154935,0.9851923771603373,0.9360134655362844,23.24410874988777,1.4873099656030482,0.9704387036731214
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,20,synapticvesicles_25.txt,502.35984384641097,199.7425171561881,163.49732578689006,23.207044316938653,46.414088633877306,52353.787283038815,18372,presynatpticmembranes_1,94.710388723052,False,0.0319261364638805,0.9826564957453492,0.977451027200418,0.845391083347116,23.20704427831652,3.588015974586026,0.9378330440444274
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,21,synapticvesicles_5.txt,522.9810011017497,341.3341009233294,256.4303738465932,22.985211379010213,45.970422758020426,50866.76463355462,9946,presynatpticmembranes_1,7.781052112196366,True,0.0320431590080261,0.986258339748096,0.989261516565444,0.9381778605469964,22.985211391430205,1.4209949439977636,0.9739364197599096
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,22,synapticvesicles_55.txt,560.9760739068976,148.43753858583605,183.07195054104048,22.874348715392344,45.74869743078469,50134.284590545234,9888,presynatpticmembranes_1,168.2114623699301,False,0.0321057401597499,0.9881845288227512,0.989311887682962,0.9470896564728364,22.87434829269128,1.210289626126287,0.976645218319924
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,23,synapticvesicles_95.txt,488.4398487267188,84.96287798810668,311.7997977963161,22.803114697130248,45.606229394260495,49667.365506513626,9682,presynatpticmembranes_1,121.72319876778784,False,0.0320129878818988,0.9853297008222294,0.9924233322712644,0.9502513941721557,22.80311478523697,1.1344231690978452,0.9797717508415316
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,24,synapticvesicles_78.txt,485.39322748452383,150.7912204310521,208.8200369096804,22.79943878273844,45.59887756547688,49643.34989858145,9822,presynatpticmembranes_1,101.57348013697504,False,0.032153021544218,0.989639805430616,0.9863969092279766,0.9314047938466616,22.799438803433286,1.5639322049019269,0.9698992746135822
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,25,synapticvesicles_43.txt,404.1298169372296,25.53912659308772,240.7995534259243,22.62109579171308,45.24219158342615,48487.47020748362,9626,presynatpticmembranes_1,68.26339166341357,False,0.0321987383067607,0.9910469244450912,0.9940995346190794,0.957765244018133,22.621095649346177,0.9553964547926076,0.9831992474387954
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,26,synapticvesicles_16.txt,371.1231154177265,124.97938848126049,265.9466415930158,22.58503672445384,45.17007344890768,48255.96585476671,9646,presynatpticmembranes_1,8.96791821305282,True,0.0322824940085411,0.9936248462836218,0.9936043687464196,0.9526840643817296,22.585036599305315,1.0686321376690104,0.9813282774370125
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,27,synapticvesicles_50.txt,531.376888893108,58.99665293431188,304.1548352282706,22.484625891150653,44.969251782301306,47615.199386781656,9404,presynatpticmembranes_1,172.27090264470326,False,0.032224703580141,0.9918461111734886,0.9933286021234472,0.9542804102647168,22.484625923045545,1.0279878725529588,0.981614144565828
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,28,synapticvesicles_11.txt,635.4403430310318,287.03610993529054,228.70138945203792,22.397009055897584,44.79401811179517,47060.73287044956,9340,presynatpticmembranes_1,127.82563811132648,False,0.0323554724454879,0.9958710540324458,0.9941842331008902,0.9646993566200164,22.39700905501902,0.7906288294294894,0.985338770156628
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,29,synapticvesicles_48.txt,501.3947452900623,32.92002981912727,272.3423404328895,22.299339381346044,44.59867876269209,46447.74145507683,9316,presynatpticmembranes_1,155.70357973264407,False,0.0324590131640434,0.999057940105484,0.9956617392670272,0.9656840834773616,22.29933925107228,0.7652222642497903,0.9866684425301272
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,30,synapticvesicles_28.txt,448.70196730615766,166.75408755765977,308.0777106948334,22.11713446655228,44.23426893310455,45318.46427676186,9210,presynatpticmembranes_1,42.42314975842815,False,0.0323170088231563,0.9946871798616134,0.9933852958345945,0.9554422430518058,22.117134264765628,0.985489892960005,0.9820023799997578
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,31,synapticvesicles_87.txt,499.8929989834325,76.88995233472782,166.8480619152412,22.04644962663442,44.09289925326884,44885.34736191017,16652,presynatpticmembranes_1,155.653692416419,False,0.0323818027973175,0.996681477532634,0.9793865417734884,0.8455224534345452,22.04644965302411,3.405681452877986,0.9392273152718054
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,32,synapticvesicles_19.txt,441.1191874289429,124.36825533240795,210.50664250051844,22.01611071912807,44.03222143825614,44700.29725620618,9132,presynatpticmembranes_1,74.4465034367803,False,0.0325183048844337,1.000882883573084,0.9951464320808238,0.9630141803971928,22.01611072856329,0.81428389976207,0.9855067565757344
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,33,synapticvesicles_66.txt,441.4496514458459,77.29483665811769,180.13035711048272,21.94604734023586,43.89209468047172,44274.895454450176,8988,presynatpticmembranes_1,105.17086063860536,False,0.0326247848570346,1.0041602371251328,0.9895727849388388,0.9482507564915496,21.946047365675284,1.1356913491743168,0.977176176404652
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,34,synapticvesicles_36.txt,559.6861892301183,187.6228675185737,301.08694811509287,21.82482777244948,43.64965554489896,43545.27974999549,8870,presynatpticmembranes_1,122.77145650060936,False,0.0326135493814945,1.0038144197402197,0.9953921791585092,0.9726810928344763,21.82482771928612,0.5962304423667244,0.9885788532612994
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,35,synapticvesicles_23.txt,428.9720802885607,206.89223541095845,228.93042418797688,21.66768710628813,43.33537421257627,42611.44636997563,8806,presynatpticmembranes_1,22.458761674467507,False,0.0327498689293861,1.0080102073947736,0.9950850827689378,0.9642469213116154,21.66768710726872,0.7746865221414757,0.9858336343317412
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,36,synapticvesicles_12.txt,644.4629777653736,320.1604732992699,271.6560697942081,21.596303990742623,43.19260798148525,42191.68842317268,8762,presynatpticmembranes_1,110.38986936566276,False,0.0328464061021804,1.010981530906924,0.991188225627821,0.9483854865384476,21.59630328418848,1.1146826865815136,0.9783474039010088
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,37,synapticvesicles_21.txt,407.38802011124267,187.4550408375628,274.9605209418844,21.31653015428576,42.63306030857152,40573.09593556363,8558,presynatpticmembranes_1,3.63858163290045,True,0.0328217297792434,1.010222016862605,0.9943748880832208,0.9579595934036182,21.316530191660075,0.8961555964814378,0.98345029967934
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,38,synapticvesicles_75.txt,527.1486789297493,106.01970874847711,278.14360062674683,21.191916993457,42.38383398691399,39865.69519615985,8440,presynatpticmembranes_1,145.2064886279649,False,0.0327399559319019,1.0077050946423685,0.9932772925824316,0.9531362806624188,21.19191777290515,0.9931320867345266,0.9812349890064278
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,39,synapticvesicles_49.txt,422.9561898256746,-0.3112853488016969,303.88533167379865,20.66005599664955,41.3201119932991,36938.82631590908,3824,presynatpticmembranes_1,84.65945166072775,False,0.0353523790836334,1.0881130256987548,0.8461803740927346,0.8735186832547306,20.66004439855304,2.6131096195447143,0.8543818668413334
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,40,synapticvesicles_3.txt,455.5500374359912,283.6211335880843,190.54064117054932,20.63614964534037,41.27229929068075,36810.745667308205,14326,presynatpticmembranes_1,2.9318746499926043,True,0.0330487079918384,1.0172081930712882,0.9735289576838676,0.8325094564183183,20.63614958563792,3.45635991153139,0.9312231073042028
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,41,synapticvesicles_34.txt,573.2705380109277,79.18117585720178,289.1415030301207,20.61564416149233,41.23128832298466,36701.12167697009,7896,presynatpticmembranes_1,197.1706643660777,False,0.0332406908273696,1.023117244441153,0.9914162711351548,0.9548863584756274,20.615644124783817,0.9300467788395356,0.9804572973372964
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,42,synapticvesicles_74.txt,528.2118372355629,71.46837180822317,241.94293410404515,20.462304778883592,40.924609557767184,35888.24792221304,7786,presynatpticmembranes_1,173.8556897192296,False,0.0334239415824413,1.0287575305755277,0.9906867951135568,0.9502080725041214,20.46230448481881,1.0188575813066898,0.978543178330726
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,43,synapticvesicles_86.txt,483.9808800613821,70.23455320541254,227.34745608073567,20.366147915277143,40.732295830554285,35384.681448732175,7778,presynatpticmembranes_1,138.69050351677978,False,0.0331654213368892,1.0208005202162935,0.991837959742534,0.9525967861454968,20.36614792311803,0.9654208653920094,0.9800656076634228
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,44,synapticvesicles_14.txt,645.2515023785306,378.7141426386613,292.6840095163663,20.2501394081002,40.50027881620039,34783.45048735835,13162,presynatpticmembranes_1,57.52367504283153,False,0.0333483442664146,1.026430716188244,0.9718675842072416,0.8351182694253582,20.25013941469697,3.3388780310730017,0.9308427897726764
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,45,synapticvesicles_17.txt,404.2812507953581,101.75128812156052,311.76766910193544,20.097974902921617,40.19594980584324,34005.21366646588,13976,presynatpticmembranes_1,38.922959557252696,False,0.0333101116120815,1.0252539509954834,0.9930210310053234,0.8515063181682309,20.09797488995994,2.984422288772596,0.9505666171541955
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,46,synapticvesicles_76.txt,429.1983380769221,191.64925969836423,149.68156944096475,20.02766895611567,40.05533791223134,33649.593478856834,13932,presynatpticmembranes_1,41.07839936118109,False,0.0333335511386394,1.0259753976088373,0.9905335217447552,0.8516669122993321,20.0276689627054,2.970765976684924,0.9488735389111282
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,47,synapticvesicles_46.txt,460.75322270090095,7.779250834652308,256.99283814947074,19.96123569977133,39.92247139954266,33315.848431389204,6352,presynatpticmembranes_1,122.514107064695,False,0.0349130071699619,1.0745895708483435,0.8774142119850424,0.856903794073826,19.96124057858555,2.856377792375179,0.8712610866116774
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,48,synapticvesicles_56.txt,534.6831180162451,7.437119903146324,300.9089815685006,19.65099704321464,39.30199408642928,31786.47582302777,2982,presynatpticmembranes_1,193.78080565215163,False,0.0346352718770504,1.066041139377908,0.8323732278286372,0.8761162191025152,19.650995778764248,2.4344396554738283,0.8454961252108005
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,49,synapticvesicles_65.txt,421.8565204208802,111.14942779160798,152.91177613819065,19.47998833044524,38.95997666089048,30963.83085836873,7112,presynatpticmembranes_1,81.20782227576686,False,0.0336107313632965,1.034506744599713,0.9917202699061516,0.952650326455184,19.47998834093612,0.9223710886001448,0.9799992868708612
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,50,synapticvesicles_89.txt,520.2419445280337,130.4613995926691,149.2823502995765,19.39912174663883,38.79824349327766,30579.812287578672,9886,presynatpticmembranes_1,150.09868614622945,False,0.0336099565029144,1.0344828951248912,0.9559225139418416,0.852586978508749,19.39912165535641,2.8596831374924467,0.9249218533119136
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,51,synapticvesicles_4.txt,489.09060979721255,309.9996713251994,220.462739499764,19.356400870328724,38.71280174065745,30378.227666530496,7012,presynatpticmembranes_1,9.501993405563288,True,0.0338210798799991,1.0409810743872243,0.9963105097279614,0.9792119256975812,19.35640087604041,0.4023822996385296,0.9911809345188474
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,52,synapticvesicles_52.txt,544.2762805798059,10.681276191550044,240.9773564747234,19.140516999605936,38.28103399921187,29373.08769850979,4474,presynatpticmembranes_1,205.5909589178833,False,0.0341647639870643,1.0515593484190398,0.8500126434484515,0.8603197509467986,19.140516469726,2.67355210749823,0.8531047756979556
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,53,synapticvesicles_31.txt,559.506000953498,120.04119882879556,237.37443256375647,18.50643074568859,37.01286149137718,26549.51600598936,6506,presynatpticmembranes_1,174.95179575304655,False,0.0337551087141037,1.038950543860225,0.9953169017370864,0.9623118564745172,18.50643061938531,0.69747301332778,0.9854153881583156
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,54,synapticvesicles_13.txt,626.8677151661583,288.8209545000479,322.96633235042214,18.466404257355908,36.932808514711816,26377.62108793291,11070,presynatpticmembranes_1,118.56349775266922,False,0.0337461121380329,1.0386736376982333,0.9885963833444932,0.8305784800118651,18.46640434718977,3.1286062932163925,0.9411910123447048
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,55,synapticvesicles_70.txt,471.7879639634078,115.24987729107114,147.2527861290369,18.108768904889185,36.21753780977837,24874.55893998529,8908,presynatpticmembranes_1,121.15005460273628,False,0.0341412015259265,1.0508341179947769,0.9556582482715889,0.8429286390246089,18.108768839713573,2.844368967242564,0.9218393654974948
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,56,synapticvesicles_20.txt,491.5026499534175,134.31309732579396,313.30314263915164,17.532352631488383,35.064705262976766,22574.035342409126,9046,presynatpticmembranes_1,97.9781506571746,False,0.0341388098895549,1.0507605056734524,0.970666138456386,0.8290395130091158,17.5323525237043,2.9973395255483446,0.9281781508222048
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,57,synapticvesicles_2.txt,466.4557922538417,257.17382214065657,305.0215999155183,16.89187163088777,33.78374326177554,20189.33091275737,7266,presynatpticmembranes_1,7.463770530707419,True,0.0344693027436733,1.0609327653286171,0.9609276508125928,0.8281538975483325,16.891871381495843,2.9028022600249246,0.9210955248333148
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,58,synapticvesicles_101.txt,378.89647597589135,165.24084587620158,233.48742332090765,16.536483650384895,33.07296730076979,18941.663050585,8994,presynatpticmembranes_1,1.974766449018515,True,0.0340448357164859,1.0478680688857118,0.9850684678348413,0.8197470869483399,16.53648357950699,2.9807493368370777,0.9354720535688908
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,59,synapticvesicles_22.txt,418.764948863503,243.0023280253721,196.214697648848,16.258751408042208,32.517502816084416,18003.219721426944,6558,presynatpticmembranes_1,3.7088249172429606,True,0.0341843515634536,1.052162235623905,0.9639488865714436,0.8357302673543341,16.258750861544694,2.6708206571784383,0.9254833008063108
20250227_AMmilled25-3_Position_16,unlabeled,2025-07-10 21:59:26,60,synapticvesicles_8.txt,559.2489942270231,374.11746728266223,181.20062448894623,15.398607268048838,30.79721453609768,15294.417367754237,4408,presynatpticmembranes_1,14.368172830104497,False,0.0344745106995105,1.0610930613180432,0.922351820430384,0.8410949759290967,15.3986077879254,2.4469161411986864,0.8979747670799978
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,0,synapticvesicles_188.txt,118.00821611303653,135.37181275162666,157.5406476018445,30.80100094178023,61.60200188356046,122400.47392447524,17786,presynatpticmembranes_1,378.3698869401908,False,0.0104459961876273,0.9830724747907248,0.993599963241242,0.9610710966707976,30.801000955434933,1.199049188636798,0.9838413032701088
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,1,synapticvesicles_224.txt,390.14107539267934,39.40992017989293,131.99899140810413,29.60821599312165,59.2164319862433,108723.97704248062,16426,presynatpticmembranes_1,308.62483860099456,False,0.0104017378762364,0.97890732606507,0.9940951967897096,0.9667648644872572,29.60821599746642,0.9840330709663528,0.985896097098974
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,2,synapticvesicles_215.txt,294.24866262885735,302.6454497604316,203.8775457891772,28.92838682551868,57.856773651037365,101405.44092058895,15620,presynatpticmembranes_1,135.537464543573,False,0.0104310223832726,0.9816632903874782,0.9955030515565252,0.9713639831463742,28.928386824545743,0.8283937726558976,0.9882613310334798
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,3,synapticvesicles_236.txt,374.421676580979,174.86182894478716,117.47449622194505,28.084282261248788,56.168564522497576,92785.17625988116,22754,presynatpticmembranes_1,200.2017920686087,False,0.0104099474847316,0.9796799321426056,0.961904757457812,0.9036079084377588,28.084282268474997,2.7071027078826697,0.944415702751796
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,4,synapticvesicles_250.txt,442.9823074699257,81.76627455357665,119.84997677869929,26.626722252946223,53.253444505892446,79075.46121498354,20842,presynatpticmembranes_1,258.1289951927076,False,0.0104104401543736,0.9797262972719324,0.9657645455616216,0.8964658321708379,26.626722198870425,2.756775524878329,0.9449749315443864
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,5,synapticvesicles_29.txt,270.3743528140897,474.4018177526191,158.08867474432088,26.354380085132764,52.70876017026553,76673.80650598512,12954,presynatpticmembranes_1,61.84900175404275,False,0.0104205934330821,0.9806818221111036,0.9967976294779858,0.9688166152574066,26.35438017508329,0.8218187766521982,0.988403325211812
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,6,synapticvesicles_129.txt,57.63494294854536,311.4648917968988,152.955448884336,26.174463347288192,52.348926694576384,75114.18643157161,12754,presynatpticmembranes_1,320.1711501734635,False,0.0104213301092386,0.9807511506882256,0.9906932114769592,0.952837895937828,26.174463358135945,1.234442764667919,0.9793366168152198
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,7,synapticvesicles_191.txt,242.25483412396505,222.6738767744453,151.94080323793648,26.136740484349957,52.27348096869991,74789.88861650898,12830,presynatpticmembranes_1,235.53387443683917,False,0.0104079954326152,0.9794962245602444,0.9980111921051013,0.9781685973013808,26.13674049228345,0.5706017069163452,0.9920584136639852
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,8,synapticvesicles_213.txt,336.1188781626819,323.8442924181274,127.74751072940728,25.85882580715239,51.71765161430478,72429.42061900259,12460,presynatpticmembranes_1,117.77411620383262,False,0.0104056363925337,0.9792742153493088,0.995281760493164,0.9647323087747772,25.85882545140696,0.9119810714671548,0.9861169249776478
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,9,synapticvesicles_11.txt,159.6321673553051,485.7627639708025,133.90141351911188,25.60564335104238,51.21128670208476,70322.72408900215,12188,presynatpticmembranes_1,145.02641886627757,False,0.0104431482031941,0.9828044510374514,0.9956128451761536,0.9668161271516668,25.60564335377061,0.8496944132512936,0.9869738297688077
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,10,synapticvesicles_221.txt,338.5144640593721,125.45752610834472,153.76844941133737,25.306645900395345,50.61329180079069,67887.89993341449,11970,presynatpticmembranes_1,255.29895039507196,False,0.010466169565916,0.9849709909842014,0.99692103748225,0.973569921485124,25.30664590907011,0.6688566383248913,0.989915702683112
20241030_AMmilled12-1_15,15F1,2025-07-10 22:11:45,11,synapticvesicles_99.txt,80.71476902463327,264.3600235538809,179.99375384215068,25.24020892526749,50.48041785053498,67354.62858693309,11972,presynatpticmembranes_1,329.71804380467324,False,0.0104802465066313,0.9862957715697884,0.9958539102448468,0.9699626222769128,25.24020892954988,0.7581496894265262,0.9880865238544668
