Set,Tomogram name,Alignment directory,Included AZs,Notes,Vesicles segmented?,Best residual,MTs,Actin,Fusing vesicles,Recycling receptors,Clathrin,Ribosomes,Presynaptic receptor,Flotillin,Rod in presynaptic vesicle,Tissue Quality (group rankings),Tissue Quality (CJS initial rankings; 1=intact tissue; 2=slightly dissociated tissue or unsure; 3=synaptosome-like),Initial Scoring,Etomo image rotation input (degrees),Etomo estimated image rotation (degrees),Excluded views,PT residual error mean (automated IMOD patch tracking),"PT residual error mean (manually analyzed; initial, unweighted)",PT residual cutoff,"PT residual error mean (final after editing, unweighted)",#Fids used,Erased Fiducials?,Fid residual error mean,Best alignment (patch/fiducial),Thickness estimate measured in IMOD (nm),Physical pixel size,Super-resolution?,Data pixel size,Cs,Defocus target (µm),Amplitude contrast,# of tilts (intended),# of tilts (actual),Tilt range,Image rotation (degrees),Scope,Detector,Energy filter,Movie format,Total dose (e/Å2),Dose per tilt (e/Å2),Exposure time (s),# of frames,Sample,Grid prep date,Grid name,Milling date,Milling location,Milled grid name,Lamella ID,Data collection date,Data collection location,15F1Fab-AuNP,Antagonists,Cryoprotectant conditions,Fiducials added?
15F1-H12Cys,20251028_AMmilled32-1_Position_36_4,best_alignment,0,,,0.42,,,,,,,,,,semi-tissue,2,5,-96,-,-,-,0.42,-,0.42,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_42,liza_az0,0,,,0.88,"Pre, Other",,1,,,,,,,synaptosome,2,5,-96,-,"1,2,3,4,5,6",-,0.88,-,0.88,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_43,liza_az0,0,,,0.58,,Post,,,,,,,,synaptosome,3,5,-96,-,-,-,0.58,-,0.58,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_44,liza_az0,0,,,0.72,,Post,,,,,,Pre (4; top),,semi-tissue,2,5,-96,-,"1,2,3",-,0.72,-,0.72,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_56_7,liza_az0,0,,,1.40,,,,,,,,,,synaptosome,2,5,-96,-,-,-,1.4,-,1.4,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_57_4,best_alignment,0,$ try docking,,0.39,,,,,Y,,,Y (presynaptic),,tissue,1,5,-96,-,-,-,0.39,-,0.39,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_65,best_alignment,0,$ try docking,,0.46,,,1,,,,,,,semi-tissue,2,5,-96,-,1.0,-,0.46,-,0.46,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_70_4,liza_az0,0,,,0.67,Other,Post,1,,,,,,,semi-tissue,3,5,-96,-,1.0,-,0.67,-,0.67,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_71_4,liza_az0,0,,,0.37,Pre,,,,Other (1; empty),,,Other (2; top and side),,semi-tissue,3,5,-96,-,1,-,0.37,-,0.37,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_77_2,best_alignment,0,$ try docking AZ0,,0.68,,,,,,,,,,tissue,2,5,-96,-,"1,2,3",-,0.68,-,0.68,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_79,liza_az0,0,,,0.59,,Post,,,,,,,,synaptosome,3,5,-96,-,-,-,0.59,-,0.59,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_79_2,liza_az0,0,,,0.57,,Post,,,,Post (1?),,,,synaptosome,3,5,-96,-,-,-,0.57,-,0.57,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_82,best_alignment,0,$ try docking AZ0,,0.78,,,,,,,,,,semi-tissue,2,5,-96,-,-,-,0.78,-,0.78,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_85,liza_az0,0,"$ great contrast; clear actin, ribosome?, receptor density right across from fusing vesicle",,0.40,Pre,Post,3,,,Post,,,,synaptosome,3,5,-96,-,-,-,0.4,-,0.4,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_85_2,liza_az0,0,,,0.50,,Post,,,,Post,,,,synaptosome,3,5,-96,-,1.0,-,0.5,-,0.5,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_86_3,liza_az0,0,,,0.40,,Post,,,,,,Pre (7; top),,synaptosome,3,5,-96,-,1.0,-,0.4,-,0.4,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_89,liza_az0,0,,,0.42,,Post,,,,,,,,synaptosome,3,5,-96,-,1.0,-,0.42,-,0.42,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys,20251028_AMmilled32-1_Position_95_3,liza_az0,0,,,1.16,Pre,,1,,,,,,,synaptosome,3,5,-96,-,-,-,1.16,-,1.16,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250429,20250429AM2,20250430,OHSU,AMmilled32-1,,20251028,CZII,40 nM,1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H12Cys_quis,20251027_CZII_AMmilled41-1_H1-2Cys_quis_Position_14_3,liza_az0,0,,,1.63,,Post,,,,,,,,synaptosome,2,5,-96,-,-,-,1.63,-,1.63,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250930,20250930#11,20251015,OHSU,AMmilled41-1,,20251027,CZII,40 nM,1 mM L-Quisqualic acid,20% dextran; 5% sucrose,yes
15F1-H12Cys_quis,20251027_CZII_AMmilled41-1_H1-2Cys_quis_Position_17,liza_az0,0,,,0.97,,,,,,,,,,synaptosome,2,5,-96,-,-,-,0.97,-,0.97,7,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250930,20250930#11,20251015,OHSU,AMmilled41-1,,20251027,CZII,40 nM,1 mM L-Quisqualic acid,20% dextran; 5% sucrose,yes
15F1-H12Cys_quis,20251027_CZII_AMmilled41-1_H1-2Cys_quis_Position_5_2,best_alignment,0,$$; broken post?,,0.69,,,,,,,,,,semi-tissue,2,5,-96,-,-,-,0.69,-,0.69,-,-,-,patch,140.000,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250930,20250930#11,20251015,OHSU,AMmilled41-1,,20251027,CZII,40 nM,1 mM L-Quisqualic acid,20% dextran; 5% sucrose,yes
15F1-H12Cys_quis,20251027_CZII_AMmilled41-3_H1-2Cys_quis_Position_1,best_alignment,0,not many receptors,,0.84,,,,,,,,,,synaptosome,3,5,-96,-,-,-,1.78,-,1.78,5,Y,0.84,fiducial,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250930,20250930#13,20251017,OHSU,AMmilled41-3,,20251027,CZII,40 nM,1 mM L-Quisqualic acid,20% dextran; 5% sucrose,yes
15F1-H12Cys_quis,20251027_CZII_AMmilled41-3_H1-2Cys_quis_Position_1_2,liza_az0,0,membrane may not segment well enough,,0.67,,,,,,,,,,synaptosome,3,5,-96,-,-,-,0.67,-,0.67,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250930,20250930#13,20251017,OHSU,AMmilled41-3,,20251027,CZII,40 nM,1 mM L-Quisqualic acid,20% dextran; 5% sucrose,yes
15F1-H12Cys_quis,20251027_CZII_AMmilled41-3_H1-2Cys_quis_Position_32,liza_az0,0,,,1.22,,Post,,,Post (empty),Post,,,,synaptosome,3,5,-96,-,-,-,1.22,-,1.22,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250930,20250930#13,20251017,OHSU,AMmilled41-3,,20251027,CZII,40 nM,1 mM L-Quisqualic acid,20% dextran; 5% sucrose,yes
15F1-H12Cys_quis,20251027_CZII_AMmilled41-3_H1-2Cys_quis_Position_32_2,liza_az0,0,,,1.35,,Post,4,,,Post,,Pre (1),,synaptosome,3,5,-96,-,-,-,1.35,-,1.35,-,-,-,patch,,1.9,N,1.9,2.7,-5 to -3.5,0.1,33,33,-68 to 28,-96,Krios1@CZII,Falcon4i,Selectris,.eer,120.00,3.64,,378,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20250930,20250930#13,20251017,OHSU,AMmilled41-3,,20251027,CZII,40 nM,1 mM L-Quisqualic acid,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-1_Position_10_2,best_alignment,0,$$,,0.83,,Post,,,,,,,,synaptosome,3,5,-96,-,-,0.827,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#1,20260117,OHSU,AMmilled#49-1,,20260131,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-1_Position_20,liza_az0,0,not that many aunps,,0.76,Other,,,,,Post,,,,synaptosome,3,5,-96,-,-,-,1.97,-,1.97,24,-,0.76,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#1,20260117,OHSU,AMmilled#49-1,,20260131,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-1_Position_28,liza_az0,0,some blurry,,0.79,Other,Post,1,,,Post,,,,semi-tissue,2,5,-96,-,"1,2,3,4,5",-,0.79,-,0.79,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#1,20260117,OHSU,AMmilled#49-1,,20260131,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-2_Position_17,best_alignment,0,if picking improved,,1.01,,Post,,,,,,,,semi-tissue,3,5,-96,-,"1,2",2.146,-,-,-,8,-,1.01,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#2,20260121,OHSU,AMmilled#49-2,,20260130,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-2_Position_20,liza_az0,0,,,0.48,,Post,,,,,,,,semi-tissue,3,5,-96,-,-,-,-,-,-,17,-,0.48,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#2,20260121,OHSU,AMmilled#49-2,,20260130,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-2_Position_24,liza_az0,0,not that many aunps and at edge,,0.51,Pre,Post,,,,,,Pre (2; side and top),,synaptosome,3,5,-96,-,-,-,-,-,-,16,-,0.51,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#2,20260121,OHSU,AMmilled#49-2,,20260130,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-2_Position_24_2,liza_az0,0,,,0.75,,,,,,Post,,,,synaptosome,3,5,-96,-,-,-,-,-,-,37,-,0.75,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#2,20260121,OHSU,AMmilled#49-2,,20260130,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-2_Position_32,best_alignment,0,,,0.48,,Post,,,,,,,,synaptosome,3,5,-96,-,-,1.958,-,-,-,9,-,0.48,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#2,20260121,OHSU,AMmilled#49-2,,20260130,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-2_Position_33_2,liza_az0,0,,,0.48,,Post,1,,,,,,,synaptosome,3,5,-96,-,,-,-,-,-,9,-,0.48,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#2,20260121,OHSU,AMmilled#49-2,,20260130,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-2_Position_7,liza_az0,0,,,0.86,,Post,6,,,Post,,,,synaptosome,3,5,-96,-,"1,2,3",-,-,-,-,35,-,0.86,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#2,20260121,OHSU,AMmilled#49-2,,20260130,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-2_Position_7_2,liza_az0,0,,,0.83,Other,Post,,,,Post,,,,semi-tissue,3,5,-96,-,-,-,3.4,-,3.4,5,-,0.83,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#2,20260121,OHSU,AMmilled#49-2,,20260130,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-3_Position_26,liza_az0,0,membrane segmentation limiting,,1.71,Other,Post,1,,,Post,,,,tissue,1,5,-96,-,-,-,1.75,-,1.75,6,-,1.71,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#3,20260122,OHSU,AMmilled#49-3,,20260130,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-3_Position_4_2,liza_az0,0,,,1.10,,Post,,,,Post,,Post(1),,tissue,1,5,-96,-,-,-,1.32,-,1.32,16,-,1.1,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#3,20260122,OHSU,AMmilled#49-3,,20260130,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled49-3_Position_4_2,liza_az1,0,,,1.10,,Post,,,,Post,,Post(1),,tissue,1,5,-96,-,"1,2,3,4,5",-,1.32,-,1.32,16,-,1.1,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,20251216,20251216AM#3,20260122,OHSU,AMmilled#49-3,,20260130,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled54-1_Position_15,liza_az0_rerun,0,ONLY for ribosome example; not good for AuNP picking/analysis; presynaptic membrane worse after realignment,,0.72,,,,,,Post (lots!),,,,semi-tissue,1,5,-96,-,"1,2,3,4,5",0.717,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled54-1_Position_2,liza_az0,0,,,0.82,Pre; Other,,,,,,,Other (1),,tissue,1,5,-96,-,,0.82,-,-,-,8,-,0.94,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled54-1_Position_33,best_alignment,0,few aunps,,0.63,,,,,,,,,,tissue,1,5,-96,-,,0.628,-,-,-,5,-,0.87,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled54-1_Position_6,best_alignment,0,,,0.74,,,,,,,,,,tissue,2,5,-96,-,,0.737,-,-,-,-,-,-,patch,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
15F1-H4K2Cys,AMmilled54-1_Position_61,liza_az0,0,,,0.55,Other,Post,1,,,,,,,tissue,2,5,-96,-,,1.51,-,-,-,9,-,0.55,fiducial,,2.4,N,2.4,2.7,-3.0 to -5,0.1,33,33,-68 to 28,-96,Krios4@Janelia,Falcon4,Thermo Scientific Selectris X,.eer,120.00,3.64,1.99,612,vGlut1mScarletxPSD95GFP mouse Schaffer collateral,,,,,,,,Janelia,40 nM 15F1Fab-AuNP(H4K-2Cys),1 µM ZK; 100 nM RR2b,20% dextran; 5% sucrose,yes
